时间,BTC价格,BTC成交量,张力,加速度,DXY燃料,信号类型,描述,置信度
2026-01-22 20:08:33,90023.17,89.34471,-1.0050140082477743,0.08855224590713184,-0.03812417208279754,BULLISH_SINGULARITY,奇点看涨,0.6
